,IDCOT3TR_Index#@#PX_LAST,IBOXIG_Index#@#PX_LAST,LD01TRUU_Index#@#PX_LAST,IDCOT1TR_Index#@#PX_LAST,IDCOT7TR_Index#@#PX_LAST,IDCOT20T_Index#@#PX_LAST,SPBDXUTR_Index#@#PX_LAST,LHVLTRUU_Index#@#PX_LAST,LTP5TRUU_Index#@#PX_LAST,BFU5TRUU_Index#@#PX_LAST,IBOXHY_Index#@#PX_LAST,JPEICORE_Index#@#PX_LAST,SPTR_Index#@#PX_LAST,SPE35CUN_Index#@#PX_LAST,MIMUEURN_Index#@#PX_LAST,NDDUJN_Index#@#PX_LAST,M1CXCAS_Index#@#PX_LAST,NDUECAXJ_Index#@#PX_LAST,MXAP_Index#@#PX_LAST,MIMUTURN_Index#@#PX_LAST,NDUEEGF_Index#@#PX_LAST,M1CXBLRL_Index#@#PX_LAST,IBOV_Index#@#PX_LAST,COLCAP_Index#@#PX_LAST,SPBLPGPT_Index#@#PX_LAST,IPSA_Index#@#PX_LAST,LC07TRUU_Index#@#PX_LAST,NDUEACWF_Index#@#PX_LAST,NDDUWI_Index#@#PX_LAST,PRTIPMEX_Index#@#PX_LAST,M00IMV$T_Index#@#PX_LAST,RU10VATR_Index#@#PX_LAST,M2USSNQ_Index#@#PX_LAST,M2US000$_Index#@#PX_LAST,RU10GRTR_Index#@#PX_LAST,DVGTR_Index#@#PX_LAST,PIPGUBER_Index#@#PX_LAST,PIPGCETE_Index#@#PX_LAST,PIPGFIX5_Index#@#PX_LAST,PIPGREA1_Index#@#PX_LAST,PIPGREA5_Index#@#PX_LAST,PIPGFX6M_Index#@#PX_LAST,LUACTRUU_Index#@#PX_LAST,LUATTRUU_Index#@#PX_LAST,LF98TRUU_Index#@#PX_LAST,BSEKTRUU_Index#@#PX_LAST,SPX_Index#@#PX_LAST,MXEU_Index#@#PX_LAST,MXJP_Index#@#PX_LAST,MXEF_Index#@#PX_LAST,SBMT_Index#@#PX_LAST,NDUEEGFL_Index#@#PX_LAST,MN40MUE_Index#@#PX_LAST,RAG_Index#@#PX_LAST,MXEU000G_Index#@#PX_LAST,TPX_Index#@#PX_LAST,XAU_Curncy#@#PX_LAST,BCOMTR_Index#@#PX_LAST,DJUSRET_Index#@#PX_LAST,DWGRSN_Index#@#PX_LAST,LPXDITU_Index#@#PX_LAST,CO1_Comdty#@#PX_LAST,CL1_Comdty#@#PX_LAST,LQD_US_EQUITY#@#PX_LAST,SHY_US_EQUITY#@#PX_LAST,IEF_US_Equity#@#PX_LAST,TLT_US_Equity#@#PX_LAST,TIP_US_Equity#@#PX_LAST,IEV_US_EQUITY#@#PX_LAST,EWJ_US_EQUITY#@#PX_LAST,EWC_US_Equity#@#PX_LAST,ILF_US_Equity#@#PX_LAST,EEM_US_EQUITY#@#PX_LAST,EWW_US_Equity#@#PX_LAST,EWZ_US_EQUITY#@#PX_LAST,IWD_US_Equity#@#PX_LAST,IWF_US_Equity#@#PX_LAST,IYR_US_Equity#@#PX_LAST,MXN_Curncy#@#PX_LAST,BRL_Curncy#@#PX_LAST,COP_Curncy#@#PX_LAST,PEN_Curncy#@#PX_LAST,CLP_Curncy#@#PX_LAST,EUR_Curncy#@#PX_LAST,JPY_Curncy#@#PX_LAST,CHN_Curncy#@#PX_LAST,UYU_Curncy#@#PX_LAST,BFCIUS_Index#@#PX_LAST,BIGPIGP1_Index#@#PX_LAST,CHPMINDX_Index#@#PX_LAST,CNCPIYOY_Index#@#PX_LAST,CNFRBAL$_Index#@#PX_LAST,COMFCOMF_Index#@#PX_LAST,CONSCURR_Index#@#PX_LAST,CONSEXP_Index#@#PX_LAST,CONSPXMD_Index#@#PX_LAST,CONSSENT_Index#@#PX_LAST,CPI_XYOY_Index#@#PX_LAST,CPI_YOY_Index#@#PX_LAST,CPUPAXFE_Index#@#PX_LAST,CPUPXCHG_Index#@#PX_LAST,CPURNSA_Index#@#PX_LAST,CSI_BARC_Index#@#PX_LAST,DXY_CURNCY#@#PX_LAST,EUBCI_Index#@#PX_LAST,EUCCEMU_Index#@#PX_LAST,EUESEMU_Index#@#PX_LAST,EUICEMU_Index#@#PX_LAST,EUR_CURNCY#@#PX_LAST,EURUSD_BGN_Curncy#@#PX_LAST,EUSCEMU_Index#@#PX_LAST,FDDSSD_Index#@#PX_LAST,FDTR_Index#@#PX_LAST,FDTRFTRL_Index#@#PX_LAST,GJGB10_Index#@#PX_LAST,GJGB5_Index#@#PX_LAST,GT10_GOVT#@#PX_LAST,GT2_GOVT#@#PX_LAST,GT5_GOVT#@#PX_LAST,HG1_COMDTY#@#PX_LAST,IMP1YOY%_Index#@#PX_LAST,INJCJC_Index#@#PX_LAST,INJCSP_Index#@#PX_LAST,JCPTEFEY_Index#@#PX_LAST,JNC_SALE_Index#@#PX_LAST,JNCPT_Index#@#PX_LAST,JNCPTXFF_Index#@#PX_LAST,JNMBYOY_Index#@#PX_LAST,JNMTOY_Index#@#PX_LAST,JNVHSYOY_Index#@#PX_LAST,JNWSDYOY_Index#@#PX_LAST,JPY_CURNCY#@#PX_LAST,MBAVCHNG_Index#@#PX_LAST,MXCPYOY_Index#@#PX_LAST,NAPMEMPL_Index#@#PX_LAST,NAPMPMI_Index#@#PX_LAST,NAPMPRIC_Index#@#PX_LAST,NFP_PCH_Index#@#PX_LAST,NFP_TCH_Index#@#PX_LAST,nwhlnyhi_index#@#PX_LAST,PRUSTOT_Index#@#PX_LAST,S_1_Comdty#@#PX_LAST,SAARTOTL_Index#@#PX_LAST,USGG10YR_INDEX#@#PX_LAST,USGG30YR_INDEX#@#PX_LAST,USHBMIDX_Index#@#PX_LAST,USMMMNCH_Index#@#PX_LAST,USURTOT_Index#@#PX_LAST,VIX_INDEX#@#PX_LAST,W_1_Comdty#@#PX_LAST,COCPIYOY_Index#@#PX_LAST,COPIIYOY_Index#@#PX_LAST,CORRRMIN_Index#@#PX_LAST,CNPINSYO_Index#@#PX_LAST,CHOVCHOV_Index#@#PX_LAST,PRCPI_Index#@#PX_LAST,PRCPYOY_Index#@#PX_LAST,PRCPMOM_Index#@#PX_LAST,PRUEUER_Index#@#PX_LAST,MXCPCHNG_Index#@#PX_LAST,MXCCYOY_Index#@#PX_LAST,MXCCCHNG_Index#@#PX_LAST,MXPIYOY_Index#@#PX_LAST
2008-04,76.22,156.232,1205.82,89.56,68.2522,58.9253,206.94,243.53,134.94899999999998,116.54,144.032,276.497,2190.13,2358.22,957.411,4734.24,4848.97,320.3590000000001,150.02,951.631,424.665,955.8,67868.5,985.95,17429.9,2989.41,362.82,149.658,3472.91,2.68,1434.51,747.61,1472.48,937.48,474.962,1318.2,194.392,182.674,240.4,157.938,226.169,188.364,1686.99,1629.23,911.02,138.37,1385.59,112.91,863.26,1191.53,1223.83,651.393,514.81,466.867,93.39,1358.65,877.55,414.302,645.48,5797.25,443.17,111.36,113.46,105.99,83.36,89.17,93.115,107.11,54.83,53.12,32.46,55.3,48.887,58.43,90.32,76.51,57.46,68.88,10.486,1.6629,1768.68,2.8165,463.58,1.5622,103.92,35.06,19.965,-2.807,0.33,48.1,8.5,16.668,29.0,77.0,53.3,4.8,62.6,2.3,3.9,214.56,0.1,214.823,6.29,72.509,0.69,-12.7,101.0,-0.4,1.5622,1.5622,6.7,159.282,2.0,2.0,1.585,1.159,3.73,2.258,3.011,393.4,16.9,370.0,2986.0,0.0,-29.7,0.6,0.7,-2.8,0.4,6.9,4.0,103.92,-11.1,4.55,45.4,48.5,83.9,-236.0,-229.0,37.0,65.9,1301.75,14.28,3.7279,4.4672,20.0,-60.0,5.0,20.79,787.25,5.73,3.768,9.75,8.3,6.25,95.83,5.52,0.15,9.0,0.23,4.3,0.39,7.42
2008-05,75.25,154.97299999999996,1205.79,89.21,66.9858,57.354,204.04,244.9,135.69,117.36,144.809,277.01,2218.5,2367.25,962.868,4853.4,5216.24,309.685,150.0,920.599,432.544,1018.9,72592.5,1019.77,17130.8,3048.85,360.57,151.997,3525.86,2.84,1449.96,746.424,1517.85,975.26,492.371,1323.68,194.612,183.855,241.21,157.938,226.364,189.596,1670.89,1610.21,914.31,140.03,1400.38,112.57,893.79,1210.04,1216.68,712.345,571.0,484.08,94.95,1408.14,886.5,425.629,650.9,5732.3,447.98,127.78,127.35,103.2,82.91,87.31,90.28,106.78,55.055,54.16,35.01,60.11,50.433,62.98,99.24,76.32,59.35,69.44,10.33,1.6269999999999998,1746.95,2.8560000000000003,480.35,1.5554,105.52,35.15,19.75,-1.644,1.36,49.9,7.7,20.21,25.0,73.3,51.1,5.2,59.8,2.3,4.2,214.936,0.2,216.632,6.0,72.87899999999998,0.69,-14.3,100.6,-1.2,1.5554,1.5554,8.3,-165.92700000000005,2.0,2.0,1.759,1.335,4.061,2.645,3.423,360.6,19.1,362.0,3055.0,0.1,-17.7,0.9,0.9,-0.9,1.4,-6.1,4.9,105.52,-15.3,4.95,45.0,48.9,88.1,-217.0,-184.0,49.0,66.1,1363.5,14.36,4.0595,4.7147,19.0,-35.0,5.4,17.83,761.5,6.39,5.397,9.75,8.9,6.25,96.18,5.39,0.37,8.1,-0.11,4.59,0.48,8.35
2008-06,75.77,153.872,1206.05,89.48,67.6809,58.826,204.61,237.3,137.716,117.46,139.332,271.033,2031.47,2156.87,879.294,4522.54,5027.01,272.835,136.77,806.4069999999998,389.396,931.07,65017.6,945.31,16294.0,2999.9,359.52,139.516,3244.65,2.31,1352.68,674.975,1418.92,962.19,456.909,1219.02,191.998,184.799,237.747,157.938,223.728,190.444,1660.2,1622.86,888.75,138.62,1280.0,101.2,835.83,1087.12,1216.34,657.785,517.74,449.253,87.03,1320.1,925.4,464.357,575.67,5082.69,382.49,139.83,140.0,101.4,82.89,88.0,92.34,107.85,48.61,49.88,33.16,55.0,45.24,56.94,89.29,69.05,55.24,60.8,10.3098,1.6037,1913.5,2.9610000000000003,527.89,1.5755,106.21,30.52,19.45,-2.386,1.97,49.8,7.1,21.0,29.0,67.6,49.2,5.1,56.4,2.4,5.0,215.424,0.2,218.815,6.92,72.46300000000002,0.44,-16.6,97.7,-3.4,1.5755,1.5755,6.3,33.547,2.0,2.0,1.601,1.18,3.971,2.62,3.329,389.55,21.3,392.0,3110.0,0.3,-30.0,1.5,1.3,0.4,-2.5,-3.6,5.8,106.21,3.6,5.26,45.0,49.9,91.4,-188.0,-154.0,45.0,66.1,1605.0,14.07,3.969,4.5239,18.0,-60.0,5.6,23.95,843.5,7.18,7.962999999999999,9.75,9.5,6.75,96.92,5.71,0.77,7.9,0.41,4.78,0.47,8.8
2008-07,76.26,152.933,1206.87,89.84,68.0691,58.4539,205.19,233.98,136.941,117.45,138.974,274.723,2014.39,2102.2,852.1310000000002,4368.4,4675.71,270.33,132.36,1021.22,374.708,890.42,59505.2,944.87,13765.5,3014.8,358.97,135.893,3165.37,2.13,1378.81,672.538,1388.6,874.07,448.222,1231.88,194.296,185.97,239.785,157.938,228.835,191.625,1647.79,1629.72,876.91,137.18,1267.38,99.16,823.16,1041.86,1214.18,601.217,499.67,441.839,85.42,1303.62,914.1,409.311,589.2,5110.03,383.46,123.98,124.08,101.36,83.03,88.34,91.67,106.47,47.36,48.0,31.35,50.5,42.75,54.1,81.24,68.31,53.98,62.3,10.0368,1.5654,1797.15,2.8110000000000004,505.1,1.5603,107.92,30.07,19.175,-2.49,1.55,50.5,6.3,25.278,27.0,73.1,53.5,5.1,61.2,2.5,5.6,215.965,0.3,219.96400000000003,7.48,73.227,0.19,-19.9,94.8,-5.7,1.5603,1.5603,3.4,-102.767,2.0,2.0,1.539,1.114,3.948,2.512,3.237,366.15,21.4,434.0,3261.0,0.3,-44.5,1.6,1.6,-0.7,-8.9,5.4,7.5,107.92,-14.1,5.39,54.7,50.8,90.4,-264.0,-213.0,25.0,66.1,1395.75,12.73,3.9462,4.5727,16.0,-74.0,5.8,22.94,783.75,7.52,9.605,10.0,9.5,7.25,97.46,5.79,0.56,8.1,0.56,4.88,0.4,9.24
2008-08,77.1,154.714,1213.78,90.31,69.2075,60.2385,198.69,234.03,137.77,117.71,139.14600000000002,276.851,2043.53,2012.69,819.567,4194.62,4583.13,251.677,125.3,934.189,344.778,851.32,55680.4,992.25,13287.4,2895.21,362.14,132.964,3120.9,2.31,1404.7,683.9630000000002,1416.79,867.46,453.048,1256.29,197.795,187.333,244.39,157.938,233.901,193.078,1659.64,1650.08,879.98,137.5,1282.83,100.67,793.48,956.25,1228.44,551.428,464.06,446.42,86.27,1254.71,831.15,379.496,601.39,5033.44,377.08,114.05,115.46,101.04,83.15,89.38,93.84,106.36,45.48,45.64,30.38,46.92,40.05,52.21,73.38,69.45,54.68,63.43,10.287,1.6315,1941.1,2.9515,513.13,1.4673,108.8,28.8,19.25,-2.342,-0.01,56.0,4.9,28.694000000000006,26.0,71.0,57.9,4.8,63.0,2.5,5.4,216.393,0.2,219.086,7.75,77.381,0.12,-19.9,92.8,-7.5,1.4673,1.4673,-0.8,-111.914,2.0,2.0,1.415,0.981,3.813,2.371,3.093,342.95,18.1,442.0,3464.0,0.2,-38.8,1.3,1.5,-0.2,-13.9,-14.9,7.5,108.8,7.5,5.57,50.2,50.1,76.5,-276.0,-277.0,12.0,66.1,1332.0,13.83,3.8116,4.4227,16.0,-72.0,6.1,20.65,779.25,7.87,9.001,10.0,9.3,7.75,98.03,6.27,0.59,8.4,0.58,5.03,0.41,8.33
2008-09,77.78,142.216,1167.71,91.03,69.2409,61.2375,194.01,210.62,135.352,111.12,128.799,257.02,1861.44,1728.62,692.258,3724.41,3931.02,210.008,107.02,786.9630000000002,284.441,751.66,49541.3,973.53,11248.4,2753.31,355.36,116.346,2749.71,2.3,1364.11,633.712,1316.62,732.94,400.583,1171.85,199.222,188.676,247.292,157.987,235.01,194.48,1530.7,1660.18,809.78,122.23,1166.36,89.49,683.84,786.92,1242.57,443.429,385.38,394.382,76.89,1087.41,870.95,335.7480000000001,594.8,4635.81,324.1,98.17,100.64,89.79,83.56,88.96,94.88,101.3,39.86,42.64,26.34,38.75,34.17,46.67,56.31,63.89,48.55,61.95,10.9378,1.9046,2192.16,2.9825,552.11,1.4092,106.11,26.65,21.2,-7.522,0.0,56.1,4.6,29.367,29.0,75.0,67.2,4.3,70.3,2.5,4.9,216.713,0.1,218.783,10.09,79.44800000000002,-0.3,-19.6,91.5,-10.5,1.4092,1.4092,-1.4,45.734,2.0,2.0,1.472,1.054,3.825,1.964,2.9810000000000003,287.9,13.1,483.0,3623.0,0.5,-53.3,1.4,1.7,0.9,-20.1,-5.3,6.9,106.11,-23.0,5.47,45.4,47.2,55.1,-413.0,-443.0,4.0,66.0,1045.0,12.69,3.8234,4.311,17.0,-83.0,6.1,39.39,680.0,7.57,9.786,10.0,9.2,8.25,98.59,6.22,0.57,8.5,0.68,5.14,0.58,7.85
2008-10,78.84,133.59,1151.34,91.92,68.3667,60.1138,184.51,173.01,127.929,110.13,106.545,216.136,1548.81,1373.48,541.104,3173.85,2869.8,159.468,85.93,507.772,206.596,519.93,37256.8,788.73,7055.04,2489.59,342.58,93.2919,2228.36,2.02,1165.95,524.008,1108.95,627.13,330.057,1001.61,199.064,190.271,246.992,159.648,230.481,196.168,1432.06,1658.35,680.97,89.67,968.75,78.0,539.82,570.52,1222.23,303.238,281.5,323.404,68.12,867.12,723.85,264.29,407.99,3274.04,223.91,65.32,67.81,87.65,84.2,87.89,92.83,92.37,31.39,36.0,19.18,26.6,25.43,30.9,37.66,53.04,39.94,42.55,12.8259,2.1590000000000003,2380.6,3.075,670.75,1.2726,98.47,19.865,23.075,-9.022,0.55,37.4,4.0,35.23900000000001,25.0,58.4,57.0,3.9,57.6,2.2,3.7,216.788,0.0,216.573,14.72,85.633,-0.79,-24.9,85.1,-16.9,1.2726,1.2726,-6.7,-155.533,1.0,1.0,1.476,0.868,3.955,1.5519999999999998,2.833,182.9,4.9,490.0,3928.0,0.4,-26.0,1.2,1.5,1.4,-40.0,-13.1,4.5,98.47,-20.3,5.78,33.0,38.2,39.8,-487.0,-475.0,7.0,66.0,925.25,10.7,3.953,4.3664,14.0,-128.0,6.5,59.89,536.25,7.94,11.812,10.0,9.8,8.25,99.2,6.54,0.61,7.9,0.68,5.1,0.29,8.55
2008-11,82.14,140.553,1165.27,92.99,73.8374,68.6751,190.53,156.05,126.688,110.37,98.973,222.522,1437.68,1279.09,503.246,3134.31,2705.93,150.025,82.67,455.701,191.044,499.27,36595.9,803.11,7405.5,2406.26,351.6,87.1631,2084.12,1.97,1106.23,486.432,1063.71,574.41,303.808,980.65,198.791,191.289,247.6,160.833,233.786,197.183,1490.33,1746.36,617.55,96.39,896.24,72.31,516.35,526.97,1273.76,283.594,238.04,296.017,62.78,834.82,818.05,245.9,315.04,2732.21,163.93,53.49,54.43,90.14,84.8,94.36,105.72,93.18,29.28,34.64,17.11,24.57,22.95,29.39,35.16,49.07,36.57,33.38,13.4647,2.3063,2317.75,3.0995,661.65,1.2691,95.53,19.11,23.675,-8.622,0.8,33.6,2.4,40.09,23.0,57.5,53.9,2.9,55.3,2.0,1.1,216.947,0.1,212.425,18.91,86.51700000000002,-1.58,-27.0,80.1,-25.0,1.2691,1.2691,-10.2,-125.201,1.0,1.0,1.399,0.875,2.922,0.985,1.916,162.35,-5.9,529.0,4447.0,0.2,-14.9,1.1,1.1,1.9,-62.1,-27.3,2.4,95.53,112.1,6.23,36.8,39.0,28.4,-770.0,-759.0,4.0,65.9,883.0,10.29,2.92,3.4369,9.0,-113.0,6.8,55.28,542.5,7.73,10.957,10.0,8.9,8.25,99.5,6.75,0.31,7.7,1.14,5.34,0.46,7.58
2008-12,83.75,156.131,1186.53,93.56,77.632,77.8712,207.44,171.88,128.253,111.2,108.64,241.256,1452.98,1349.94,529.685,3389.02,2628.63,164.87099999999995,89.58,483.602,205.944,523.93,37550.3,851.35,7048.67,2376.42,365.03,90.3221,2150.99,1.86,1106.06,493.184,1073.73,582.95,309.298,992.17,204.912,192.767,257.293,162.38299999999995,241.242,198.757,1591.62,1805.52,665.0,105.75,903.25,69.43,530.85,567.04,1295.51,292.3590000000001,215.33,301.539,60.44,859.24,882.05,234.874,365.67,3006.85,162.22,45.59,44.6,101.65,84.65799999999999,98.53,119.35,99.24,31.14,38.32,17.43,25.47,24.97,32.27,34.99,49.52,37.06,37.23,13.6733,2.3145,2248.58,3.1345,638.5,1.3971,90.64,16.54,24.4,-6.428,0.14,32.5,1.2,38.98,25.0,69.5,54.0,1.7,60.1,1.8,0.1,216.925,0.0,210.228,17.22,81.308,-2.32,-31.3,73.1,-32.5,1.3971,1.3971,-16.7,-51.754,0.25,0.0,1.1740000000000002,0.6890000000000001,2.214,0.768,1.551,141.0,-10.1,533.0,4679.0,0.2,-18.2,0.8,0.8,1.8,-71.8,-22.3,0.9,90.64,0.0,6.53,32.5,34.5,17.1,-703.0,-707.0,14.0,65.8,972.25,10.18,2.2123,2.6758,9.0,-184.0,7.3,40.0,610.75,7.67,8.993,9.5,7.1,8.25,99.86,6.65,0.36,7.8,0.69,5.54,0.57,7.16
2009-01,82.5,154.42600000000004,1208.32,93.23,74.5953,67.6789,194.91,183.96,131.68200000000002,112.61,115.482,243.006,1330.51,1192.54,473.089,3158.67,2535.03,155.887,83.12,438.42,192.644,456.64,39300.8,869.8,6905.39,2549.46,362.96,82.6055,1962.55,1.77,1007.38,436.473,998.35,529.92,294.42,911.76,207.624,194.488,263.018,163.312,243.77,200.616,1598.84,1752.87,704.86,111.03,825.88,66.91,490.17,529.53,1297.58,291.661,196.67,286.24,59.88,794.03,927.85,222.249,304.73,2600.9,129.86,45.88,41.68,99.82,84.29,94.7,103.75,99.2,26.55,33.72,16.7,24.99,22.65,27.69,35.5,43.79,35.16,31.34,14.3333,2.323,2434.6,3.1865,616.85,1.2813,89.92,14.65,22.65,-5.106,-0.31,33.0,1.0,39.109,23.0,66.5,57.8,2.2,61.2,1.7,0.0,217.346,0.2,211.143,15.03,85.999,-2.43,-30.9,72.6,-32.5,1.2813,1.2813,-19.5,-63.457,0.25,0.0,1.297,0.743,2.842,0.95,1.88,146.85,-12.5,629.0,5010.0,-0.3,-24.1,0.5,0.5,3.9,-84.1,-27.9,-0.9,89.92,8.6,6.28,30.5,36.4,29.0,-810.0,-787.0,4.0,65.7,980.0,9.6,2.8403,3.603,8.0,-289.0,7.8,44.84,568.0,7.18,6.172999999999999,9.0,6.3,7.25,99.97,6.53,0.11,8.8,0.23,5.54,0.44,6.64
2009-02,82.03,149.85,1198.53,93.13,73.9901,66.6336,190.38,173.89,131.053,112.12,110.577,239.543,1188.84,1068.14,426.276,2767.56,2316.81,145.71,75.19,393.353,181.777,396.83,38183.3,852.16,6671.72,2468.63,361.03,74.5167,1761.67,1.67,910.455,378.156,902.19,477.4,272.271,818.3,204.878,195.331,258.772,163.516,244.678,201.398,1567.38,1743.65,682.99,107.65,735.09,60.44,467.7,499.3,1304.68,276.409,183.9,263.523,55.12,756.71,942.32,212.396,244.63,2148.69,102.27,46.35,44.76,94.16,84.03,93.74,101.88,97.02,23.72,29.48,15.09,23.39,21.23,23.88,34.2,38.02,32.52,25.14,15.255,2.3866,2544.3,3.2505,596.75,1.2669,97.58,14.4,23.6,-5.482,0.42,33.2,-1.6,4.841,26.0,65.5,50.5,1.9,56.3,1.8,0.2,217.792,0.2,212.193,16.03,88.008,-3.01,-33.4,70.3,-36.0,1.2669,1.2669,-20.7,-193.859,0.25,0.0,1.28,0.705,3.015,0.974,1.986,152.6,-12.7,652.0,5445.0,-0.1,-27.5,0.5,0.6,6.4,-84.4,-32.4,-2.0,97.58,-12.6,6.2,28.0,36.6,29.9,-701.0,-704.0,7.0,65.8,874.5,9.04,3.0131,3.7083,9.0,-181.0,8.3,46.35,510.5,6.47,6.2189999999999985,8.0,5.5,4.75,99.89,5.49,-0.07,9.3,0.22,5.58,0.47,6.27
2009-03,83.52,148.25799999999995,1201.93,93.63,76.6374,69.4306,197.78,181.04,134.55100000000002,111.33,111.376,248.24,1292.98,1144.07,455.865,2825.67,2533.26,165.81799999999996,80.93,428.902,207.9,449.05,40925.9,874.21,9237.65,2478.94,366.46,80.6549,1894.51,1.55,970.731,410.489,980.2,507.63,296.556,878.11,210.501,197.066,269.342,163.352,250.537,203.384,1560.91,1781.64,704.77,113.63,797.87,61.66,477.91,569.97,1324.72,306.685,207.78,286.503,55.62,773.66,919.35,220.049,255.63,2264.53,113.91,49.23,49.66,94.12,84.32,96.59,105.71,102.75,25.58,31.6,16.46,25.64,24.81,27.32,37.7,40.75,35.08,25.46,14.1722,2.3228,2548.3,3.1527,583.2,1.325,98.96,15.61,24.05,-5.1560000000000015,-0.45,33.2,-1.2,18.561,26.0,63.3,53.5,2.0,57.3,1.8,-0.4,218.253,0.2,212.709,15.46,85.43,-3.27,-34.7,68.5,-38.0,1.325,1.325,-25.1,-191.58900000000003,0.25,0.0,1.3530000000000002,0.79,2.665,0.8,1.6569999999999998,184.45,-14.9,665.0,5935.0,-0.4,-46.2,0.2,0.4,6.9,-85.2,-31.5,-2.6,98.96,3.0,6.04,30.5,37.2,31.6,-786.0,-802.0,10.0,65.6,952.0,9.57,2.6629,3.5339,9.0,-172.0,8.7,44.14,532.75,6.14,6.7970000000000015,7.0,5.0,2.25,100.25,4.78,0.36,9.3,0.58,5.61,0.52,5.69
2009-04,82.39,151.921,1228.99,93.51,74.5109,64.6632,199.35,206.52,134.472,113.39,121.499,262.139,1416.73,1302.0,522.35,3097.66,2884.8,193.597,90.96,556.029,242.496,515.31,47289.5,931.93,9979.19,2670.78,370.24,90.1755,2107.04,1.47,1041.32,454.49,1046.91,536.96,325.028,940.58,212.582,198.46400000000003,273.42900000000003,164.935,256.195,204.978,1615.1,1749.14,790.08,120.88,872.81,69.91,521.88,662.73,1327.27,360.173,258.38,314.821,60.25,837.79,888.2,221.662,331.91,2749.89,151.71,50.8,51.12,96.2,84.04,93.67,98.08,100.44,28.84,34.04,18.74,29.82,28.67,31.24,45.1,45.07,38.64,33.0,13.8408,2.1904,2292.9,2.9805,581.75,1.3230000000000002,98.63,17.65,23.95,-4.07,-0.53,38.9,-1.5,13.135,28.0,68.3,63.1,2.8,65.1,1.9,-0.7,218.706,0.2,213.24,12.01,84.61399999999998,-3.19,-30.8,70.7,-35.6,1.3230000000000002,1.3230000000000002,-24.5,-20.907,0.25,0.0,1.432,0.823,3.1210000000000004,0.903,2.012,205.3,-16.4,620.0,6300.0,-0.6,-8.5,-0.1,0.0,8.2,-80.4,-28.6,-4.1,98.63,-18.1,6.17,33.5,39.9,31.4,-821.0,-704.0,28.0,65.7,1070.0,9.22,3.1187,4.0324,14.0,-178.0,9.0,36.5,524.25,5.73,6.559,7.0,4.5,1.75,100.27,4.64,0.02,8.8,0.35,5.64,0.42,4.35
2009-05,81.64,157.061,1253.89,93.67,73.023,62.3231,209.33,222.51,136.464,115.31,128.506,272.621,1495.97,1457.52,586.31,3416.77,3496.36,224.732,102.04,644.012,283.931,606.78,53197.7,1031.53,13392.3,3100.42,374.39,99.1607,2297.95,1.47,1087.48,482.594,1102.84,560.71,341.14,986.37,212.37,199.506,275.578,165.416,255.793,206.136,1678.15,1731.49,843.24,131.55,919.14,72.72,558.22,773.12,1329.29,434.495,298.63,329.53,62.86,897.91,979.18,250.488,338.52,3004.77,173.33,65.52,66.31,97.95,83.92,91.45,94.17,101.81,32.7,37.48,23.1,35.95,33.24,36.74,55.2,48.09,40.65,33.75,13.1506,1.9702,2137.15,2.9855,561.9,1.4158,95.34,21.8,23.25,-2.907,-0.52,37.5,-1.4,13.389,25.0,67.7,69.4,2.8,68.7,1.8,-1.3,218.904,0.1,213.856,10.25,79.348,-3.22,-28.2,73.5,-34.1,1.4158,1.4158,-22.5,-189.651,0.25,0.0,1.49,0.82,3.4610000000000003,0.919,2.342,219.75,-17.3,607.0,6635.0,-0.9,-19.4,-0.8,-0.7,7.9,-79.2,-19.4,-5.6,95.34,-16.2,5.98,35.3,44.1,45.0,-294.0,-354.0,19.0,65.7,1184.0,10.01,3.4594,4.3361,16.0,-168.0,9.4,28.92,637.25,4.77,5.295,5.0,3.0,1.25,100.23,4.21,-0.04,8.5,-0.29,5.35,0.2,3.09
2009-06,81.11,161.705,1267.85,93.52,72.7583,62.9026,209.34,227.78,136.43200000000002,116.38,132.165,275.893,1498.94,1429.76,575.613,3476.85,3305.63,223.677,103.21,690.9119999999998,280.106,612.8,51465.5,1102.73,13059.7,3090.5,377.25,98.6054,2287.58,1.35,1099.19,479.03,1115.97,574.0,344.956,991.07,212.762,200.442,275.406,165.65900000000005,257.19,207.152,1723.99,1727.82,867.39,135.61,919.32,71.77,573.96,761.3,1330.47,424.861,280.15,333.2290000000001,62.6,929.76,926.5,245.722,330.48,2990.41,175.72,69.3,69.89,100.28,83.71,90.67,94.57,101.64,31.38,37.72,21.42,34.74,32.23,36.86,52.97,47.59,41.03,32.42,13.185,1.9518,2143.15,3.0065,533.65,1.4033,96.36,20.98,23.522,-2.681,0.29,40.9,-1.7,8.252,24.0,73.2,69.2,3.1,70.8,1.7,-1.4,219.112,0.1,215.693,8.75,80.133,-3.17,-25.1,76.3,-32.4,1.4033,1.4033,-20.2,-94.332,0.25,0.0,1.359,0.725,3.535,1.113,2.556,225.8,-17.5,594.0,6618.0,-1.0,-23.0,-1.5,-1.3,6.4,-72.8,-13.5,-6.8,96.36,-18.9,5.74,45.0,46.3,47.9,-428.0,-469.0,25.0,65.7,1226.25,9.98,3.5326,4.3294,15.0,-136.0,9.5,26.35,511.25,3.81,2.737,4.5,1.9,0.75,99.89,3.06,-0.34,8.5,0.18,5.12,0.25,2.67
